,dataset_A,dataset_B
3218,39186,302681
3219,237626,184523
3220,14976,206596
3221,179467,76151
3222,36271,304454
3223,80468,105700
3224,233728,105070
3225,266628,42594
3226,249651,246100
3227,19276,351548
3228,170729,23745
3229,45185,11266
3230,63141,185056
3231,399424,84979
3232,37778,214201
3233,101112,15655
3234,57119,179769
3235,75879,228466
3236,66689,306110
3237,37960,79132
3238,216640,16218
3239,265952,241421
3240,237710,104700
3241,104308,258773
3242,66552,349705
3243,266359,251590
3244,105888,55484
3245,217637,186350
3246,238340,353081
3247,27054,104391
3248,232228,267143
3249,46815,232893
3250,69930,267679
3251,42356,304399
3252,80161,330588
3253,81255,330204
3254,19845,173207
3255,48714,10302
3256,23032,50260
3257,266341,249686
3258,61575,192321
3259,24623,220564
3260,202122,65193
3261,46442,225558
3262,105180,82491
3263,60561,226994
3264,176688,33132
3265,192819,201440
3266,181454,67190
3267,33716,200239
3268,64240,34224
3269,266001,197228
3270,57437,235371
3271,18172,277764
3272,105436,79923
3273,105765,321337
3274,204479,23031
3275,379181,385229
3276,105856,59539
3277,186532,35763
3278,96083,74156
3279,251037,302492
3280,303657,75372
3281,265989,187866
3282,197478,101146
3283,179766,44567
3284,59241,313651
3285,299990,19428
3286,250040,195946
3287,79858,390481
3288,250373,23036
3289,54015,387224
3290,60563,224918
3291,377203,386171
3292,232636,267452
3293,63346,194358
3294,19318,210224
3295,245396,390501
3296,391382,267388
3297,267464,350399
3298,213929,54179
3299,214027,61691
3300,43798,303049
3301,175691,33887
3302,225589,354266
3303,177199,54607
3304,104328,80220
3305,76178,242698
3306,392765,266534
3307,203828,27057
3308,246001,106159
3309,72644,300076
3310,15334,188874
3311,19657,206631
3312,105213,79502
3313,185160,43472
3314,212984,15245
3315,67949,201202
3316,204908,65285
3317,75140,230840
3318,11552,159374
3319,47892,204948
3320,217429,50462
3321,89921,43224
3322,239061,238089
3323,33484,224378
3324,208709,68675
3325,221463,25897
3326,163572,60714
3327,61598,302373
3328,64181,214104
3329,303097,262523
3330,12134,246205
3331,148011,1242
3332,217532,27612
3333,200485,33647
3334,50761,365983
3335,70925,215837
3336,103944,64077
3337,34190,247490
3338,350149,40442
3339,33705,213489
3340,5793,148398
3341,228002,307662
3342,305070,46418
3343,239789,267897
3344,90814,77083
3345,244511,104967
3346,301217,325036
3347,306642,65696
3348,224810,22898
3349,67169,303158
3350,40190,229849
3351,38632,191728
3352,209765,178151
3353,398690,105164
3354,110132,2879
3355,254312,70180
3356,305788,38540
3357,107008,3183
3358,162676,753
3359,121358,1150
3360,243618,105150
3361,308952,15047
3362,108803,3658
3363,123136,2959
3364,170916,2332
3365,129806,1267
3366,123298,5324
3367,110607,1852
3368,9607,77158
3369,59557,218908
3370,80910,105588
3371,299558,237652
3372,107646,1884
3373,6446,132714
3374,133760,4554
3375,54091,191780
3376,153247,8485
3377,93938,71235
3378,112595,1111
3379,160555,81915
3380,164918,62081
3381,22888,308996
3382,259,144638
3383,374451,33082
3384,124510,8486
3385,250879,61361
3386,135318,6058
3387,939,148717
3388,108184,7182
3389,9901,12341
3390,46369,220374
3391,46318,203454
3392,32976,252839
3393,303683,27909
3394,263497,303557
3395,251496,63500
3396,393856,35739
3397,50807,304784
3398,66579,187330
3399,201947,12065
3400,195881,23610
3401,74270,210014
3402,123729,1246
3403,187829,74070
3404,32963,189483
3405,99457,104609
3406,80244,159804
3407,8664,160572
3408,721,150909
3409,303697,262638
3410,17473,69370
3411,203638,71105
3412,94607,48738
3413,233095,18641
3414,104563,264556
3415,266846,252445
3416,171654,9099
3417,68227,176464
3418,42533,9740
3419,195469,66207
3420,266842,263504
3421,302172,41761
3422,49039,214299
3423,207328,44142
3424,223925,60896
3425,203753,60947
3426,31353,218693
3427,206898,73314
3428,42516,193065
3429,330384,80777
3430,311292,223726
3431,85182,330950
3432,81881,331289
3433,310730,179428
3434,309862,178088
3435,383854,329842
3436,178943,313470
3437,173078,174286
3438,311086,211856
3439,308859,37169
3440,53423,173397
3441,21430,11813
3442,24675,304101
3443,84287,310936
3444,85661,172432
3445,46819,204043
3446,311748,331638
3447,93413,177722
3448,80516,330910
3449,24867,225533
3450,82761,331270
3451,331241,80815
3452,331090,181810
3453,247597,315577
3454,28214,219239
3455,82994,331808
3456,94889,369260
3457,76035,204756
3458,211992,71149
3459,194580,72055
3460,21259,189277
3461,73562,218514
3462,214391,72194
3463,41792,226802
3464,305812,33183
3465,300583,58738
3466,251603,105320
3467,268614,105120
3468,59509,226156
3469,103164,18426
3470,75989,191416
3471,42548,103689
3472,97539,74977
3473,225663,24064
3474,194258,56196
3475,226361,57525
3476,83029,330705
3477,231152,58958
3478,106177,90424
3479,302557,60639
3480,226114,43135
3481,70874,172148
3482,11933,9691
3483,46311,195799
3484,220820,265185
3485,72077,178175
3486,58186,374294
3487,60687,172421
3488,14708,179715
3489,177160,76292
3490,180565,73025
3491,38212,302374
3492,62084,180757
3493,412676,105589
3494,330496,98539
3495,105344,81097
3496,329439,87318
3497,31611,177527
3498,268094,252917
3499,308116,23174
3500,175996,74765
3501,307577,57065
3502,105806,189885
3503,267920,104730
3504,180309,31579
3505,306084,173079
3506,265420,105916
3507,49907,181496
3508,68744,10733
3509,214651,20571
3510,181532,50092
3511,42971,250495
3512,179572,92524
3513,178927,38335
3514,176372,45770
3515,11728,26950
3516,18837,181501
3517,105828,422720
3518,172226,35254
3519,330417,84150
3520,6737,139457
3521,170504,105195
3522,267451,157468
3523,180956,49684
3524,173473,39033
3525,174444,306691
3526,1533,166254
3527,29654,25253
3528,39312,174041
3529,77504,179251
3530,235486,352479
3531,195960,311831
3532,310732,250920
3533,250499,398691
3534,102786,76416
3535,250197,80706
3536,9986,41108
3537,85355,104359
3538,173398,48974
3539,21427,175159
3540,24264,177839
3541,329391,82114
3542,310013,247132
3543,43424,77230
3544,251093,105085
3545,354381,11336
3546,254087,105336
3547,50967,91979
3548,75423,102349
3549,163259,310016
3550,398318,79874
3551,31308,331024
3552,31339,224276
3553,262748,233177
3554,94963,196643
3555,262578,177077
3556,57493,177940
3557,305404,319905
3558,63867,181351
3559,104454,81037
3560,69424,208653
3561,24475,181160
3562,313252,249971
3563,172805,33773
3564,179888,69934
3565,105266,79978
3566,308706,47652
3567,56103,178820
3568,175923,28296
3569,12180,173460
3570,250928,311801
3571,9861,28316
3572,202733,51049
3573,312841,189234
3574,238345,180600
3575,64410,98307
3576,176976,37021
3577,242141,265225
3578,267875,244646
3579,46430,172736
3580,90374,9910
3581,174396,16770
3582,352035,329817
3583,87060,305411
3584,55050,33923
3585,324629,181859
3586,35380,174572
3587,254505,266456
3588,323942,205892
3589,265755,414572
3590,58715,175058
3591,63571,175746
3592,23742,178410
3593,243364,267453
3594,44119,180708
3595,253356,11866
3596,176644,49094
3597,42126,175790
3598,18156,182622
3599,29084,304060
3600,357273,104690
3601,241171,84529
3602,22166,176173
3603,262737,194433
3604,174390,24930
3605,180052,9875
3606,213941,172500
3607,277818,265402
3608,82303,104672
3609,33479,62417
3610,250048,311699
3611,104534,266855
3612,78519,310446
3613,49073,56418
3614,24410,93686
3615,330181,72883
3616,246766,46508
3617,203282,77410
3618,55374,193733
3619,180702,49459
3620,81188,70490
3621,175182,76751
3622,174044,22261
3623,14204,182633
3624,32162,182352
3625,301681,21087
3626,35130,178117
3627,31860,229290
3628,10329,34156
3629,81799,234811
3630,105635,236125
3631,105356,57506
3632,250845,66131
3633,105938,80010
3634,141366,1950
3635,211669,41674
3636,104441,247455
3637,55185,176384
3638,310792,50283
3639,423196,44719
3640,93325,81322
3641,238245,104314
3642,330298,85481
3643,78957,310270
3644,267161,243550
3645,71617,196078
3646,19249,307547
3647,126502,443
3648,178139,310959
3649,199138,73820
3650,56829,9664
3651,89881,8763
3652,266320,232179
3653,83419,330927
3654,61928,179146
3655,104398,243023
3656,249960,311580
3657,157547,104494
3658,45679,179024
3659,72515,302362
3660,251444,311309
3661,196696,174043
3662,80322,105299
3663,93777,217784
3664,181621,69695
3665,250751,351815
3666,63681,311870
3667,179258,40717
3668,15622,105735
3669,35486,305930
3670,209404,55442
3671,213572,65499
3672,62604,93858
3673,105143,217450
3674,82217,105565
3675,179516,72732
3676,207097,49869
3677,48077,179457
3678,212612,76330
3679,100981,104476
3680,40705,173130
3681,92772,248875
3682,10672,333352
3683,178262,22770
3684,176459,228012
3685,53265,179091
3686,177268,38907
3687,18955,188457
3688,180471,28583
3689,173515,34005
3690,311016,251038
3691,71129,307044
3692,12817,277753
3693,179772,43928
3694,177266,55931
3695,25587,178004
3696,36425,213609
3697,265946,392797
3698,331405,81355
3699,176258,53073
3700,161391,174497
3701,63445,176951
3702,174635,191530
3703,157639,9813
3704,178764,105583
3705,257601,105966
3706,384291,11812
3707,175257,34291
3708,110831,1766
3709,302048,49356
3710,208607,25105
3711,52152,103925
3712,268301,393285
3713,80946,105622
3714,180590,24357
3715,416479,243130
3716,245745,105372
3717,35348,100035
3718,365316,228017
3719,96330,10108
3720,105454,352231
3721,249661,11581
3722,173804,43710
3723,46665,178795
3724,145291,1421
3725,19287,9843
3726,93804,181866
3727,236124,352017
3728,330287,156914
3729,251534,314356
3730,84364,268044
3731,76663,93282
3732,262705,302233
3733,268062,105117
3734,104858,236145
3735,14978,172516
3736,214087,179735
3737,75541,277717
3738,9750,104629
3739,80006,105211
3740,41898,173349
3741,160025,105498
3742,43695,40914
3743,424625,330536
3744,423877,71299
3745,81522,330317
3746,265852,105731
3747,37409,180024
3748,303544,178620
3749,59940,181740
3750,40104,176234
3751,40464,173624
3752,105137,240729
3753,266805,267353
3754,104996,260108
3755,104733,85051
3756,304259,23513
3757,225288,40805
3758,208773,262573
3759,187525,84071
3760,91812,267964
3761,241965,397611
3762,181723,21171
3763,240940,397522
3764,181334,44669
3765,104997,423138
3766,80814,105066
3767,51241,229818
3768,225150,63984
3769,246456,265376
3770,81647,265339
3771,424029,104489
3772,176049,12983
3773,173990,186146
3774,3487,111611
3775,92146,251577
3776,176669,40787
3777,9727,21469
3778,90301,161812
3779,225763,14116
3780,46741,96535
3781,331404,80774
3782,73769,105549
3783,9896,27178
3784,165980,11519
3785,160559,35306
3786,104434,265956
3787,235794,267955
3788,96174,104311
3789,268242,105993
3790,42226,221700
3791,106149,84262
3792,104764,265963
3793,76278,176030
3794,82492,399283
3795,104561,82635
3796,20919,223023
3797,266868,105294
3798,277752,65643
3799,79812,105927
3800,104752,250140
3801,106058,267566
3802,24945,104635
3803,172467,40249
3804,11453,74597
3805,299880,104446
3806,58728,94250
3807,334856,8633
3808,267908,105313
3809,104466,236276
3810,49789,212820
3811,180060,17372
3812,179335,56157
3813,320115,323282
3814,310323,250429
3815,53112,309888
3816,313807,249898
3817,105814,85117
3818,267127,106141
3819,352149,30261
3820,174287,234333
3821,6823,160746
3822,67406,180967
3823,195313,53918
3824,34041,222797
3825,304685,263499
3826,53186,180837
3827,172557,46285
3828,177736,40911
3829,277762,22133
3830,104493,237539
3831,206179,55763
3832,236129,105722
3833,82137,96044
3834,48507,180684
3835,266310,237454
3836,263559,219981
3837,177149,26052
3838,74358,186789
3839,87048,105027
3840,31578,185457
3841,179655,51680
3842,195691,329401
3843,372052,267298
3844,250422,10521
3845,227237,38743
3846,56006,10212
3847,63533,182285
3848,104638,174059
3849,51172,331096
3850,330606,86661
3851,105989,81747
3852,178671,78998
3853,96325,8720
3854,82590,105645
3855,174120,39831
3856,310156,251240
3857,226986,235547
3858,182246,20391
3859,104691,310653
3860,105620,79371
3861,266212,105205
3862,176944,10604
3863,58668,177446
3864,301956,63916
3865,267183,104591
3866,266027,240958
3867,190334,68574
3868,29577,225576
3869,248869,355466
3870,191301,17861
3871,47418,39205
3872,96182,47638
3873,238969,247352
3874,357022,323692
3875,184323,39610
3876,202941,21935
3877,205463,63999
3878,48434,222888
3879,329281,41853
3880,17783,91799
3881,102197,59968
3882,13317,177167
3883,10926,355938
3884,356249,249556
3885,369906,256255
3886,254938,238845
3887,370083,250922
3888,62478,176999
3889,265778,255887
3890,14408,350061
3891,246155,180100
3892,53807,320712
3893,77231,173164
3894,368545,256078
3895,36234,175064
3896,233689,353101
3897,13142,99071
3898,406066,265357
3899,367189,249671
3900,229202,53200
3901,96477,36788
3902,9683,20222
3903,16470,217849
3904,313656,41592
3905,196375,25475
3906,53559,189201
3907,221387,13054
3908,262804,27991
3909,166136,83314
3910,105545,268235
3911,104938,238709
3912,398232,105845
3913,105247,309043
3914,104839,243034
3915,30858,219731
3916,206014,74914
3917,57648,195755
3918,105674,310946
3919,205908,39881
3920,265556,47119
3921,200998,70685
3922,15394,398435
3923,192557,37250
3924,224591,32539
3925,12638,210285
3926,201007,31414
3927,24626,197048
3928,12106,197731
3929,54743,223778
3930,39702,227548
3931,226863,33390
3932,205880,58621
3933,199558,61857
3934,189785,28586
3935,54549,189814
3936,72255,190573
3937,10142,10347
3938,53583,215648
3939,184081,323295
3940,215135,17006
3941,13936,221995
3942,370809,212446
3943,43418,214560
3944,22184,222109
3945,41781,221879
3946,221494,24580
3947,225720,72936
3948,36857,205388
3949,34080,184162
3950,63454,194755
3951,186607,27886
3952,73831,227356
3953,19929,216916
3954,219691,72822
3955,69203,227301
3956,17272,215266
3957,34640,213272
3958,52222,226580
3959,18772,186930
3960,15730,199498
3961,17062,195675
3962,20198,10057
3963,212173,43458
3964,15193,192860
3965,33771,206553
3966,220911,14134
3967,211640,12291
3968,55416,190552
3969,217081,323593
3970,46468,225873
3971,26832,200405
3972,73098,223195
3973,306368,58815
3974,218663,57319
3975,366666,244607
3976,199778,15290
3977,189948,42770
3978,25312,219335
3979,302897,79473
3980,266395,104763
3981,35883,228974
3982,204113,60031
3983,184318,22046
3984,203507,72635
3985,11712,46044
3986,105881,422549
3987,230589,37528
3988,80855,45097
3989,175239,157919
3990,205125,17839
3991,82099,367669
3992,88945,18983
3993,98607,370381
3994,23535,308751
3995,13589,84860
3996,35717,80234
3997,46798,225451
3998,80081,105081
3999,84921,369666
4000,97071,308259
4001,172481,36272
4002,173886,23324
4003,181091,68516
4004,289597,349905
4005,301545,15869
4006,315473,25965
4007,331138,418374
4008,367994,237497
4009,256918,100735
4010,352045,367122
4011,47313,199390
4012,367610,358821
4013,317937,250931
4014,19927,35810
4015,80729,17278
4016,252233,310190
4017,350946,387726
4018,352709,41135
4019,364108,42473
4020,98040,37421
4021,226328,51847
4022,180358,74675
4023,267642,105728
4024,172859,42715
4025,178029,55759
4026,368312,234984
4027,268448,238540
4028,97450,64576
4029,355980,367630
4030,97353,246698
4031,322078,350299
4032,66525,184029
4033,88142,345045
4034,222127,42001
4035,99685,106147
4036,53074,304388
4037,90739,105906
4038,181508,238964
4039,80519,105707
4040,343314,253761
4041,82299,419046
4042,38526,220033
4043,10087,245055
4044,350351,104386
4045,79612,266669
4046,94024,34548
4047,356042,240076
4048,88652,16901
4049,29634,265368
4050,88773,9187
4051,181969,324235
4052,14288,106118
4053,176916,219856
4054,89956,156958
4055,61486,308395
4056,319766,369802
4057,350687,68013
4058,59926,302064
4059,12874,20980
4060,181559,184413
4061,329877,174834
4062,342895,352625
4063,239706,250598
4064,173111,254199
4065,88904,43757
4066,34261,76287
4067,172327,104909
4068,176446,320213
4069,181858,25814
4070,267987,244555
4071,332968,104906
4072,343810,98910
4073,319125,23688
4074,320904,20773
4075,399010,359592
4076,71670,202449
4077,73549,245004
4078,92844,356913
4079,201857,61741
4080,407582,415369
4081,89480,46664
4082,350269,235380
4083,406520,317822
4084,321657,50496
4085,351644,267191
4086,48678,308674
4087,194366,59912
4088,80562,104402
4089,172909,83920
4090,180810,179272
4091,79467,49649
4092,366121,88261
4093,396269,265215
4094,81708,342474
4095,267591,388475
4096,21201,204765
4097,44784,208064
4098,173705,56390
4099,2137,132057
4100,80377,44698
4101,49918,211166
4102,59478,10640
4103,352711,105122
4104,48836,308636
4105,52041,249844
4106,194602,48193
4107,83974,241759
4108,424590,114120
4109,306865,74861
4110,201415,19872
4111,104333,234697
4112,177633,16024
4113,360078,30142
4114,89937,47055
4115,179260,374484
4116,96736,41693
4117,67658,89504
4118,192822,57172
4119,176029,266698
4120,91255,44473
4121,92209,43441
4122,161494,2079
4123,62476,225275
4124,391323,267930
4125,20017,190296
4126,182280,232844
4127,211460,62489
4128,94599,31432
4129,360023,66714
4130,40946,303882
4131,94681,204033
4132,94483,365530
4133,321285,43615
4134,179614,54217
4135,97209,37429
4136,30083,20015
4137,174355,79004
4138,174028,251276
4139,96421,246239
4140,320189,33691
4141,307364,324953
4142,321882,407338
4143,97930,361309
4144,301856,14757
4145,96728,46895
4146,321270,69418
4147,43512,12666
4148,50419,206840
4149,60417,45595
4150,88807,259146
4151,46989,177814
4152,2514,108941
4153,33701,198814
4154,39478,198308
4155,72755,181634
4156,77075,79280
4157,85256,237258
4158,105736,301168
4159,131147,3013
4160,180136,45675
4161,181238,416220
4162,181590,73798
4163,267711,79148
4164,285428,371539
4165,286039,105167
4166,321795,104813
4167,354577,180163
4168,367074,388010
4169,367695,367591
4170,351813,75710
4171,384558,303068
4172,83161,105902
4173,339656,333430
4174,99082,308909
4175,218522,48107
4176,78586,235670
4177,103547,222335
4178,179284,248039
4179,320826,25442
4180,14124,303871
4181,94831,63107
4182,61135,227576
4183,15899,187965
4184,90911,104715
4185,179345,66943
4186,103507,54420
4187,101370,27812
4188,4637,170567
4189,5508,123904
4190,181210,178665
4191,93934,16630
4192,277760,302991
4193,190280,23519
4194,324669,55688
4195,95100,266375
4196,39544,214995
4197,250701,250827
4198,83277,398766
4199,10292,163802
4200,6917,366974
4201,86382,255559
4202,181246,22638
4203,95409,57583
4204,367397,170796
4205,338750,333009
4206,105351,82689
4207,98885,100140
4208,92212,38091
4209,101880,168965
4210,43373,177335
4211,257672,175653
4212,3474,197007
4213,96649,20955
4214,104674,301060
4215,100112,342824
4216,177225,12439
4217,184783,76510
4218,203817,28736
4219,65176,196923
4220,361751,156850
4221,20916,216731
4222,1675,98
4223,44930,194265
4224,68593,249877
4225,168166,73070
4226,302164,398154
4227,306074,57882
4228,352886,92900
4229,96000,350959
4230,95072,224723
4231,8211,284931
4232,61692,412067
4233,104868,182332
4234,35744,30100
4235,172295,63803
4236,242923,43708
4237,80085,167036
4238,318243,23320
4239,236575,265624
4240,180488,47998
4241,76184,339489
4242,41504,9601
4243,46255,216978
4244,46392,11576
4245,102622,65246
4246,44661,228767
4247,366940,407395
4248,215767,18206
4249,13691,210118
4250,95646,247023
4251,369743,241947
4252,96153,350689
4253,174215,69460
4254,80937,19030
4255,2460,136727
4256,5784,133721
4257,16049,78369
4258,42309,13878
4259,46405,24587
4260,86446,54152
4261,88902,67973
4262,97386,319823
4263,99355,333404
4264,178115,105072
4265,180955,92253
4266,181751,239723
4267,213282,353004
4268,305069,73926
4269,314412,250777
4270,349650,11360
4271,368117,206886
4272,38929,210153
4273,174492,28747
4274,99707,369034
4275,195063,43252
4276,360464,345826
4277,324956,191229
4278,368891,266807
4279,180560,104945
4280,407819,211518
4281,238893,265333
4282,47249,306873
4283,368697,42430
4284,217026,49351
4285,223125,49956
4286,17898,219827
4287,193597,11912
4288,176340,342518
4289,305159,28502
4290,321685,27219
4291,343018,302751
4292,322182,201420
4293,218639,174103
4294,64202,195401
4295,180308,28717
4296,19423,220508
4297,244804,266856
4298,218499,26163
4299,60876,223837
4300,337476,158067
4301,88359,47463
4302,96841,250258
4303,209003,53033
4304,362744,370022
4305,343892,162981
4306,353180,104830
4307,172373,116140
4308,54054,200456
4309,317650,93586
4310,175740,29093
4311,179878,237338
4312,69555,230688
4313,252122,156656
4314,59365,200466
4315,178585,10616
4316,177710,36617
4317,97292,173883
4318,41534,302951
4319,42272,198332
4320,200249,47378
4321,255543,367175
4322,95220,20423
4323,130604,683
4324,223668,26935
4325,179980,362705
4326,927,126353
4327,1695,139437
4328,8353,134485
4329,8637,23108
4330,9171,64114
4331,10396,37260
4332,16703,104303
4333,41746,93526
4334,46026,222139
4335,47654,223384
4336,50955,250268
4337,52741,53644
4338,62842,180374
4339,72010,333171
4340,82897,22784
4341,87071,231982
4342,88933,399038
4343,91281,19187
4344,91566,103066
4345,94343,75457
4346,97610,18965
4347,100715,178067
4348,104509,241675
4349,105891,369707
4350,113965,8493
4351,116692,6599
4352,122073,6741
4353,165518,240987
4354,165885,119616
4355,167918,2416
4356,172236,309829
4357,172616,20166
4358,174244,310776
4359,174553,179065
4360,174638,56634
4361,174982,72619
4362,178142,207335
4363,178634,48245
4364,179943,60927
4365,180520,9938
4366,182093,61517
4367,182311,267376
4368,185593,267113
4369,203721,367432
4370,219709,251765
4371,236909,256088
4372,241501,10389
4373,251816,33358
4374,252103,124031
4375,256692,24478
4376,258798,267398
4377,266834,232132
4378,267478,105835
4379,311176,210475
4380,317724,67124
4381,318095,55419
4382,320890,58957
4383,324825,175759
4384,350012,206184
4385,354086,178125
4386,354935,244113
4387,357700,321084
4388,361974,214807
4389,368582,369497
4390,371546,80944
4391,405791,168548
4392,103224,28276
4393,173470,17994
4394,369791,399182
4395,181385,250371
4396,320516,324643
4397,321378,93610
4398,172191,21429
4399,44341,212858
4400,360040,238759
4401,177212,249515
4402,254992,320929
4403,352952,354122
4404,407273,205200
4405,99105,61417
4406,76536,238119
4407,24779,216465
4408,174144,56467
4409,90202,27936
4410,101267,225977
4411,50117,187483
4412,104646,69307
4413,8268,147742
4414,353087,267633
4415,108488,2054
4416,367794,25218
4417,50905,12520
4418,87970,71530
4419,227150,70767
4420,192351,66642
4421,201052,18254
4422,322115,62401
4423,309913,214613
4424,95467,37070
4425,48053,176216
4426,49890,186531
4427,25828,105578
4428,39726,204203
4429,317526,317540
4430,423278,386535
4431,265762,238677
4432,90889,67914
4433,303193,59292
4434,40896,193808
4435,52003,183952
4436,66862,341214
4437,182084,55101
4438,350050,369381
4439,311971,176664
4440,179242,407269
4441,178553,38928
4442,106048,233834
4443,88362,19506
4444,50937,201518
4445,322337,55592
4446,19981,210680
4447,343394,76439
4448,47707,238926
4449,35106,179005
4450,199916,200000
4451,204467,20796
4452,173551,43019
4453,407925,140976
4454,18749,350025
4455,73495,70847
4456,174239,47911
4457,219664,29181
4458,368522,158641
4459,412944,421460
4460,75751,88656
4461,4965,52557
4462,93011,239325
4463,102073,398445
4464,105184,302787
4465,173422,243700
4466,175775,58447
4467,176087,361990
4468,178023,95838
4469,178431,207353
4470,250406,173224
4471,296714,171372
4472,307695,398882
4473,311235,88540
4474,333313,339519
4475,333564,340579
4476,333571,339441
4477,350896,370266
4478,351965,236576
4479,84198,232936
4480,105982,329723
4481,406724,104193
4482,177952,42107
4483,105567,42961
4484,103531,75052
4485,5984,7823
4486,343433,321162
4487,11520,167245
4488,174974,240014
4489,242514,265667
4490,2068,113899
4491,6081,208555
4492,10161,165002
4493,29304,46080
4494,46350,50240
4495,89060,49725
4496,104662,82283
4497,242462,265323
4498,321706,10512
4499,337434,338364
4500,354419,236489
4501,355002,316854
4502,172311,221602
4503,368142,414753
4504,256595,190496
4505,12082,187002
4506,204282,54393
4507,62863,216842
4508,104966,249033
4509,13730,224279
4510,89303,37714
4511,18014,10046
4512,104803,423799
4513,354272,234298
4514,39061,105333
4515,52764,243643
4516,73867,69894
4517,80426,329473
4518,127568,963
4519,172881,47292
4520,173965,360441
4521,175943,175122
4522,178852,75999
4523,257486,266370
4524,261227,266294
4525,265691,238466
4526,308715,38242
4527,335218,11532
4528,338878,333516
4529,340482,419185
4530,351361,240114
4531,354423,239625
4532,360918,9717
4533,368007,356293
4534,370209,175621
4535,369668,41338
4536,210278,49004
4537,92897,17499
4538,186097,69567
4539,368899,267791
4540,288677,8218
4541,47387,301912
4542,350336,91288
4543,100552,72368
4544,7832,142622
4545,412347,180128
4546,179299,234754
4547,54363,187934
4548,90327,209580
4549,96505,25949
4550,177117,37676
4551,194150,75342
4552,259571,177926
4553,180551,189135
4554,418716,240361
4555,182443,50010
4556,64429,227754
4557,19774,9016
4558,56111,302957
4559,80920,398058
4560,180059,78619
4561,302962,47765
4562,62445,213658
4563,209250,70215
4564,101709,57170
4565,28164,267344
4566,72453,178037
4567,168663,301658
4568,406092,367768
4569,186385,61899
4570,310245,178758
4571,338480,333225
4572,355424,248163
4573,13819,200903
4574,46359,243851
4575,71746,209674
4576,62803,78375
4577,351621,239077
4578,354067,9419
4579,361167,303102
4580,352253,414209
4581,102256,53932
4582,98765,204960
4583,173820,267788
4584,193914,105723
4585,103063,58771
4586,247644,266148
4587,367246,84981
4588,60195,226770
4589,254404,80799
4590,80786,329676
4591,175641,415276
4592,60791,98477
4593,174375,55435
4594,215887,43654
4595,366904,65325
4596,172567,29292
4597,329737,79834
4598,14858,317118
4599,100048,317989
4600,172177,9503
4601,250582,177622
4602,93098,12944
4603,31555,185753
4604,422937,104881
4605,16633,198838
4606,61999,36014
4607,412231,248536
4608,35772,186096
4609,369598,15822
4610,14121,222175
4611,175388,181597
4612,91505,94442
4613,67799,11045
4614,398053,309954
4615,3481,137038
4616,7812,116201
4617,64573,104442
4618,94670,43528
4619,181115,11304
4620,197062,71982
4621,203773,41925
4622,195224,50392
4623,109172,107786
4624,78839,104888
4625,384601,17963
4626,176902,103433
4627,301609,104305
4628,44174,188314
4629,47727,37349
4630,422748,254903
4631,24380,218652
4632,205011,68941
4633,221258,49289
4634,416963,358726
4635,211532,20125
4636,333180,339596
4637,398159,367872
4638,369048,166367
4639,184178,47264
4640,179466,30570
4641,178128,36026
4642,207569,74133
4643,208577,60153
4644,53292,228643
4645,89232,68704
4646,418995,246897
4647,180997,247986
4648,183950,227975
4649,76812,209164
4650,202694,241708
4651,12283,234226
4652,355452,9785
4653,360612,240698
4654,343030,320106
4655,99575,98657
4656,102241,15727
4657,36960,365733
4658,368364,179931
4659,201487,15864
4660,1985,116984
4661,95699,105827
4662,97380,169904
4663,192457,16351
4664,181622,181783
4665,16280,59288
4666,202766,20992
4667,181603,10671
4668,310213,333503
4669,12751,187427
4670,177620,14003
4671,320182,42898
4672,90402,333459
4673,180026,20666
4674,183376,230340
4675,356111,356414
4676,202736,50479
4677,174069,240705
4678,100745,29756
4679,4995,113536
4680,116929,4988
4681,177201,183102
4682,179789,24129
4683,93654,74420
4684,90167,59819
4685,58706,78311
4686,59139,172139
4687,88431,29296
4688,2127,137065
4689,129957,5450
4690,287175,303177
4691,353962,9363
4692,173815,81455
4693,356227,184519
4694,33523,247636
4695,46844,243962
4696,87899,51665
4697,90845,76884
4698,214020,244244
4699,240280,245746
4700,241297,247858
4701,241631,247949
4702,265932,178030
4703,368098,41433
4704,370180,196927
4705,103585,27623
4706,181202,9288
4707,181484,322184
4708,286773,1164
4709,413647,170831
4710,175710,18117
4711,307379,40309
4712,369606,355254
4713,714,121772
4714,3606,785
4715,4744,119497
4716,7460,112461
4717,10473,169282
4718,11451,22755
4719,42917,337871
4720,102628,88525
4721,150974,4934
4722,175429,104667
4723,176101,53921
4724,267548,61837
4725,351639,336904
4726,367268,105038
4727,368020,92550
4728,369476,264663
4729,372672,268555
4730,399567,265167
4731,66165,243617
4732,175162,45482
4733,76628,387175
4734,186064,20967
4735,322093,65639
4736,61701,209736
4737,172271,74391
4738,188101,49678
4739,182083,68717
4740,201979,284050
4741,177402,37097
4742,342240,369650
4743,74794,214400
4744,48751,213179
4745,257547,51534
4746,45467,219948
4747,352087,116198
4748,317966,66604
4749,24005,105656
4750,74791,197051
4751,94122,374186
4752,23760,186924
4753,305709,20042
4754,333753,104477
4755,173159,48723
4756,405246,174443
4757,16219,223229
4758,174875,33348
4759,168050,4198
4760,204466,70244
4761,368772,66192
4762,268129,406920
4763,197500,46567
4764,214183,11906
4765,252989,253002
4766,11027,302500
4767,12074,229186
4768,48848,229170
4769,49797,172401
4770,64791,220708
4771,67488,230645
4772,79877,51851
